CA,2021,4,834.26
CA,2022,1,868.66
CA,2022,2,923.66
CA,2022,3,917.97
CA,2022,4,896.49
CA,2023,1,891.69
CO,1975,1,54.16
CO,1975,2,54.85
CO,1975,3,54.81
CO,1975,4,55.00
CO,1976,1,55.01
CO,1976,2,59.83
CO,1976,3,59.59
CO,1976,4,62.09
CO,1977,1,64.97
CO,1977,2,65.48
CO,1977,3,68.99
CO,1977,4,72.97
CO,1978,1,76.05
CO,1978,2,79.96
CO,1978,3,84.05
CO,1978,4,87.36
CO,1979,1,91.72
CO,1979,2,94.48
CO,1979,3,97.48
CO,1979,4,99.34
CO,1980,1,100.00
CO,1980,2,102.26
CO,1980,3,107.14
CO,1980,4,106.63
CO,1981,1,106.49
CO,1981,2,108.56
CO,1981,3,114.48
CO,1981,4,110.36
CO,1982,1,119.60
CO,1982,2,120.70
CO,1982,3,122.50
CO,1982,4,126.40
CO,1983,1,126.16
CO,1983,2,125.13
CO,1983,3,126.31
CO,1983,4,121.94
CO,1984,1,126.07
CO,1984,2,125.44
CO,1984,3,125.68
CO,1984,4,123.39
CO,1985,1,126.31
CO,1985,2,125.46
CO,1985,3,126.51
CO,1985,4,124.10
CO,1986,1,128.74
CO,1986,2,129.46
CO,1986,3,128.61
CO,1986,4,127.92
CO,1987,1,129.66
CO,1987,2,128.14
CO,1987,3,125.43
CO,1987,4,124.38
CO,1988,1,125.42
CO,1988,2,125.02
CO,1988,3,123.79
CO,1988,4,123.42
CO,1989,1,123.42
CO,1989,2,124.30
CO,1989,3,126.85
CO,1989,4,126.32
CO,1990,1,126.98
CO,1990,2,128.02
CO,1990,3,129.00
CO,1990,4,129.31
CO,1991,1,130.75
CO,1991,2,132.41
CO,1991,3,133.59
CO,1991,4,135.84
CO,1992,1,137.75
CO,1992,2,140.84
CO,1992,3,143.90
CO,1992,4,146.61
CO,1993,1,149.30
CO,1993,2,152.95
CO,1993,3,157.28
CO,1993,4,161.17
CO,1994,1,165.89
CO,1994,2,173.53
CO,1994,3,177.85
CO,1994,4,179.32
CO,1995,1,182.62
CO,1995,2,186.25
CO,1995,3,189.95
CO,1995,4,192.84
CO,1996,1,195.22
CO,1996,2,197.72
CO,1996,3,199.92
CO,1996,4,202.67
CO,1997,1,204.80
CO,1997,2,207.46
CO,1997,3,210.78
CO,1997,4,214.07
CO,1998,1,217.08
CO,1998,2,219.70
CO,1998,3,223.70
CO,1998,4,226.44
CO,1999,1,230.82
CO,1999,2,237.91
CO,1999,3,245.75
CO,1999,4,250.01
CO,2000,1,259.45
CO,2000,2,265.83
CO,2000,3,272.78
CO,2000,4,278.88
CO,2001,1,286.69
CO,2001,2,292.53
CO,2001,3,297.93
CO,2001,4,300.34
CO,2002,1,303.85
CO,2002,2,307.20
CO,2002,3,311.57
CO,2002,4,313.48
CO,2003,1,314.36
CO,2003,2,315.72
CO,2003,3,317.15
CO,2003,4,320.77
CO,2004,1,323.19
